"fecha","mes","anio","servicio","tipo_pago","afluencia"
2022-03-16,"Marzo",2022,"Ecobús","prepago",2587
2022-03-16,"Marzo",2022,"Ecobús","gratuidad",9174
2022-03-17,"Marzo",2022,"Ecobús","boleto",27417
2022-03-17,"Marzo",2022,"Ecobús","prepago",2587
2022-03-17,"Marzo",2022,"Ecobús","gratuidad",9497
2022-03-18,"Marzo",2022,"Ecobús","boleto",27536
2022-03-18,"Marzo",2022,"Ecobús","prepago",2526
2022-03-18,"Marzo",2022,"Ecobús","gratuidad",9538
2022-03-19,"Marzo",2022,"Ecobús","boleto",18837
2022-03-19,"Marzo",2022,"Ecobús","prepago",1437
2022-03-19,"Marzo",2022,"Ecobús","gratuidad",6525
2022-03-20,"Marzo",2022,"Ecobús","boleto",12720
2022-03-20,"Marzo",2022,"Ecobús","prepago",891
2022-03-20,"Marzo",2022,"Ecobús","gratuidad",4405
2022-03-21,"Marzo",2022,"Ecobús","boleto",14259
2022-03-21,"Marzo",2022,"Ecobús","prepago",788
2022-03-21,"Marzo",2022,"Ecobús","gratuidad",4938
2022-03-22,"Marzo",2022,"Ecobús","boleto",26938
2022-03-22,"Marzo",2022,"Ecobús","prepago",2223
2022-03-22,"Marzo",2022,"Ecobús","gratuidad",9330
2022-03-23,"Marzo",2022,"Ecobús","boleto",26534
2022-03-23,"Marzo",2022,"Ecobús","prepago",2301
2022-03-23,"Marzo",2022,"Ecobús","gratuidad",9193
2022-03-24,"Marzo",2022,"Ecobús","boleto",28464
2022-03-24,"Marzo",2022,"Ecobús","prepago",2446
2022-03-24,"Marzo",2022,"Ecobús","gratuidad",9858
2022-03-25,"Marzo",2022,"Ecobús","boleto",28791
2022-03-25,"Marzo",2022,"Ecobús","prepago",2450
2022-03-25,"Marzo",2022,"Ecobús","gratuidad",9973
2022-03-26,"Marzo",2022,"Ecobús","boleto",20346
2022-03-26,"Marzo",2022,"Ecobús","prepago",1254
2022-03-26,"Marzo",2022,"Ecobús","gratuidad",7050
2022-03-27,"Marzo",2022,"Ecobús","boleto",13547
2022-03-27,"Marzo",2022,"Ecobús","prepago",979
2022-03-27,"Marzo",2022,"Ecobús","gratuidad",4694
2022-03-28,"Marzo",2022,"Ecobús","boleto",26960
2022-03-28,"Marzo",2022,"Ecobús","prepago",2537
2022-03-28,"Marzo",2022,"Ecobús","gratuidad",9346
2022-03-29,"Marzo",2022,"Ecobús","boleto",27050
2022-03-29,"Marzo",2022,"Ecobús","prepago",2637
2022-03-29,"Marzo",2022,"Ecobús","gratuidad",9372
2022-03-30,"Marzo",2022,"Ecobús","boleto",28833
2022-03-30,"Marzo",2022,"Ecobús","prepago",2949
2022-03-30,"Marzo",2022,"Ecobús","gratuidad",9991
2022-03-31,"Marzo",2022,"Ecobús","boleto",27775
2022-03-31,"Marzo",2022,"Ecobús","prepago",2784
2022-03-31,"Marzo",2022,"Ecobús","gratuidad",9623
2022-04-01,"Abril",2022,"Ecobús","boleto",29110
2022-04-01,"Abril",2022,"Ecobús","prepago",2671
2022-04-01,"Abril",2022,"Ecobús","gratuidad",6748
2022-04-02,"Abril",2022,"Ecobús","boleto",21432
2022-04-02,"Abril",2022,"Ecobús","prepago",1503
2022-04-02,"Abril",2022,"Ecobús","gratuidad",4962
2022-04-03,"Abril",2022,"Ecobús","boleto",12783
2022-04-03,"Abril",2022,"Ecobús","prepago",855
2022-04-03,"Abril",2022,"Ecobús","gratuidad",2959
2022-04-04,"Abril",2022,"Ecobús","boleto",28485
2022-04-04,"Abril",2022,"Ecobús","prepago",2612
2022-04-04,"Abril",2022,"Ecobús","gratuidad",6599
2022-04-05,"Abril",2022,"Ecobús","boleto",28840
2022-04-05,"Abril",2022,"Ecobús","prepago",2824
2022-04-05,"Abril",2022,"Ecobús","gratuidad",6679
2022-04-06,"Abril",2022,"Ecobús","boleto",28438
2022-04-06,"Abril",2022,"Ecobús","prepago",2642
2022-04-06,"Abril",2022,"Ecobús","gratuidad",6586
2022-04-07,"Abril",2022,"Ecobús","boleto",28373
2022-04-07,"Abril",2022,"Ecobús","prepago",2798
2022-04-07,"Abril",2022,"Ecobús","gratuidad",6572
2022-04-08,"Abril",2022,"Ecobús","boleto",28077
2022-04-08,"Abril",2022,"Ecobús","prepago",2553
2022-04-08,"Abril",2022,"Ecobús","gratuidad",6505
2022-04-09,"Abril",2022,"Ecobús","boleto",19140
2022-04-09,"Abril",2022,"Ecobús","prepago",1532
2022-04-09,"Abril",2022,"Ecobús","gratuidad",4432
2022-04-10,"Abril",2022,"Ecobús","boleto",13609
2022-04-10,"Abril",2022,"Ecobús","prepago",1061
2022-04-10,"Abril",2022,"Ecobús","gratuidad",3153
2022-04-11,"Abril",2022,"Ecobús","boleto",25822
2022-04-11,"Abril",2022,"Ecobús","prepago",2142
2022-04-11,"Abril",2022,"Ecobús","gratuidad",5979
2022-04-12,"Abril",2022,"Ecobús","boleto",24814
2022-04-12,"Abril",2022,"Ecobús","prepago",2213
2022-04-12,"Abril",2022,"Ecobús","gratuidad",5748
2022-04-13,"Abril",2022,"Ecobús","boleto",24146
2022-04-13,"Abril",2022,"Ecobús","prepago",1998
2022-04-13,"Abril",2022,"Ecobús","gratuidad",5591
2022-04-14,"Abril",2022,"Ecobús","boleto",19230
2022-04-14,"Abril",2022,"Ecobús","prepago",1169
2022-04-14,"Abril",2022,"Ecobús","gratuidad",4451
2022-04-15,"Abril",2022,"Ecobús","boleto",11456
2022-04-15,"Abril",2022,"Ecobús","prepago",932
2022-04-15,"Abril",2022,"Ecobús","gratuidad",2653
2022-04-16,"Abril",2022,"Ecobús","boleto",14101
2022-04-16,"Abril",2022,"Ecobús","prepago",1071
2022-04-16,"Abril",2022,"Ecobús","gratuidad",3273
2022-04-17,"Abril",2022,"Ecobús","boleto",10935
2022-04-17,"Abril",2022,"Ecobús","prepago",601
2022-04-17,"Abril",2022,"Ecobús","gratuidad",2532
2022-04-18,"Abril",2022,"Ecobús","boleto",23793
2022-04-18,"Abril",2022,"Ecobús","prepago",1735
2022-04-18,"Abril",2022,"Ecobús","gratuidad",5531
2022-04-19,"Abril",2022,"Ecobús","boleto",26638
2022-04-19,"Abril",2022,"Ecobús","prepago",1936
2022-04-19,"Abril",2022,"Ecobús","gratuidad",6186
2022-04-20,"Abril",2022,"Ecobús","boleto",25418
2022-04-20,"Abril",2022,"Ecobús","prepago",1889
2022-04-20,"Abril",2022,"Ecobús","gratuidad",5902
2022-04-21,"Abril",2022,"Ecobús","boleto",23084
2022-04-21,"Abril",2022,"Ecobús","prepago",1602
2022-04-21,"Abril",2022,"Ecobús","gratuidad",5357
2022-04-22,"Abril",2022,"Ecobús","boleto",23969
2022-04-22,"Abril",2022,"Ecobús","prepago",1608
2022-04-22,"Abril",2022,"Ecobús","gratuidad",5580
2022-04-23,"Abril",2022,"Ecobús","boleto",19660
2022-04-23,"Abril",2022,"Ecobús","prepago",1210
2022-04-23,"Abril",2022,"Ecobús","gratuidad",4560
2022-04-24,"Abril",2022,"Ecobús","boleto",13521
2022-04-24,"Abril",2022,"Ecobús","prepago",739
2022-04-24,"Abril",2022,"Ecobús","gratuidad",3135
2022-04-25,"Abril",2022,"Ecobús","boleto",24961
2022-04-25,"Abril",2022,"Ecobús","prepago",1810
2022-04-25,"Abril",2022,"Ecobús","gratuidad",5795
2022-04-26,"Abril",2022,"Ecobús","boleto",24879
2022-04-26,"Abril",2022,"Ecobús","prepago",1728
2022-04-26,"Abril",2022,"Ecobús","gratuidad",5778
2022-04-27,"Abril",2022,"Ecobús","boleto",25683
2022-04-27,"Abril",2022,"Ecobús","prepago",1794
2022-04-27,"Abril",2022,"Ecobús","gratuidad",5967
2022-04-28,"Abril",2022,"Ecobús","boleto",26720
2022-04-28,"Abril",2022,"Ecobús","prepago",2053
2022-04-28,"Abril",2022,"Ecobús","gratuidad",6215
2022-04-29,"Abril",2022,"Ecobús","boleto",26667
2022-04-29,"Abril",2022,"Ecobús","prepago",1830
2022-04-29,"Abril",2022,"Ecobús","gratuidad",6201
2022-04-30,"Abril",2022,"Ecobús","boleto",20071
2022-04-30,"Abril",2022,"Ecobús","prepago",1152
2022-04-30,"Abril",2022,"Ecobús","gratuidad",4658
2022-01-01,"Enero",2022,"Expdirecto","boleto",39
2022-01-01,"Enero",2022,"Expdirecto","prepago",6
2022-01-01,"Enero",2022,"Expdirecto","gratuidad",7
2022-01-02,"Enero",2022,"Expdirecto","boleto",0
2022-01-02,"Enero",2022,"Expdirecto","prepago",NA
2022-01-02,"Enero",2022,"Expdirecto","gratuidad",0
2022-01-03,"Enero",2022,"Expdirecto","boleto",1735
2022-01-03,"Enero",2022,"Expdirecto","prepago",249
2022-01-03,"Enero",2022,"Expdirecto","gratuidad",310
2022-01-04,"Enero",2022,"Expdirecto","boleto",1794
2022-01-04,"Enero",2022,"Expdirecto","prepago",277
2022-01-04,"Enero",2022,"Expdirecto","gratuidad",314
2022-01-05,"Enero",2022,"Expdirecto","boleto",1882
2022-01-05,"Enero",2022,"Expdirecto","prepago",315
2022-01-05,"Enero",2022,"Expdirecto","gratuidad",330
2022-01-06,"Enero",2022,"Expdirecto","boleto",1549
2022-01-06,"Enero",2022,"Expdirecto","prepago",264
2022-01-06,"Enero",2022,"Expdirecto","gratuidad",271
2022-01-07,"Enero",2022,"Expdirecto","boleto",1767
2022-01-07,"Enero",2022,"Expdirecto","prepago",238
2022-01-07,"Enero",2022,"Expdirecto","gratuidad",311
2022-01-08,"Enero",2022,"Expdirecto","boleto",517
2022-01-08,"Enero",2022,"Expdirecto","prepago",32
2022-01-08,"Enero",2022,"Expdirecto","gratuidad",94
2022-01-09,"Enero",2022,"Expdirecto","boleto",0
2022-01-09,"Enero",2022,"Expdirecto","prepago",NA
2022-01-09,"Enero",2022,"Expdirecto","gratuidad",0
2022-01-10,"Enero",2022,"Expdirecto","boleto",1763
2022-01-10,"Enero",2022,"Expdirecto","prepago",260
2022-01-10,"Enero",2022,"Expdirecto","gratuidad",309
2022-01-11,"Enero",2022,"Expdirecto","boleto",1761
2022-01-11,"Enero",2022,"Expdirecto","prepago",301
2022-01-11,"Enero",2022,"Expdirecto","gratuidad",306
2022-01-12,"Enero",2022,"Expdirecto","boleto",1679
2022-01-12,"Enero",2022,"Expdirecto","prepago",304
2022-01-12,"Enero",2022,"Expdirecto","gratuidad",293
2022-01-13,"Enero",2022,"Expdirecto","boleto",1657
2022-01-13,"Enero",2022,"Expdirecto","prepago",249
2022-01-13,"Enero",2022,"Expdirecto","gratuidad",292
2022-01-14,"Enero",2022,"Expdirecto","boleto",1582
2022-01-14,"Enero",2022,"Expdirecto","prepago",202
2022-01-14,"Enero",2022,"Expdirecto","gratuidad",278
2022-01-15,"Enero",2022,"Expdirecto","boleto",430
2022-01-15,"Enero",2022,"Expdirecto","prepago",25
2022-01-15,"Enero",2022,"Expdirecto","gratuidad",74
2022-01-16,"Enero",2022,"Expdirecto","boleto",0
2022-01-16,"Enero",2022,"Expdirecto","prepago",NA
2022-01-16,"Enero",2022,"Expdirecto","gratuidad",0
2022-01-17,"Enero",2022,"Expdirecto","boleto",1606
2022-01-17,"Enero",2022,"Expdirecto","prepago",237
2022-01-17,"Enero",2022,"Expdirecto","gratuidad",283
2022-01-18,"Enero",2022,"Expdirecto","boleto",1669
2022-01-18,"Enero",2022,"Expdirecto","prepago",223
2022-01-18,"Enero",2022,"Expdirecto","gratuidad",289
2022-01-19,"Enero",2022,"Expdirecto","boleto",1548
2022-01-19,"Enero",2022,"Expdirecto","prepago",222
2022-01-19,"Enero",2022,"Expdirecto","gratuidad",268
2022-01-20,"Enero",2022,"Expdirecto","boleto",1481
2022-01-20,"Enero",2022,"Expdirecto","prepago",252
2022-01-20,"Enero",2022,"Expdirecto","gratuidad",256
2022-01-21,"Enero",2022,"Expdirecto","boleto",1531
2022-01-21,"Enero",2022,"Expdirecto","prepago",205
2022-01-21,"Enero",2022,"Expdirecto","gratuidad",268
2022-01-22,"Enero",2022,"Expdirecto","boleto",442
2022-01-22,"Enero",2022,"Expdirecto","prepago",36
2022-01-22,"Enero",2022,"Expdirecto","gratuidad",76
2022-01-23,"Enero",2022,"Expdirecto","boleto",0
2022-01-23,"Enero",2022,"Expdirecto","prepago",NA
2022-01-23,"Enero",2022,"Expdirecto","gratuidad",0
2022-01-24,"Enero",2022,"Expdirecto","boleto",1671
2022-01-24,"Enero",2022,"Expdirecto","prepago",263
2022-01-24,"Enero",2022,"Expdirecto","gratuidad",291
2022-01-25,"Enero",2022,"Expdirecto","boleto",1749
2022-01-25,"Enero",2022,"Expdirecto","prepago",261
2022-01-25,"Enero",2022,"Expdirecto","gratuidad",305
2022-01-26,"Enero",2022,"Expdirecto","boleto",1748
2022-01-26,"Enero",2022,"Expdirecto","prepago",277
2022-01-26,"Enero",2022,"Expdirecto","gratuidad",303
2022-01-27,"Enero",2022,"Expdirecto","boleto",1679
2022-01-27,"Enero",2022,"Expdirecto","prepago",252
2022-01-27,"Enero",2022,"Expdirecto","gratuidad",292
2022-01-28,"Enero",2022,"Expdirecto","boleto",1699
2022-01-28,"Enero",2022,"Expdirecto","prepago",246
2022-01-28,"Enero",2022,"Expdirecto","gratuidad",299
2022-01-29,"Enero",2022,"Expdirecto","boleto",383
2022-01-29,"Enero",2022,"Expdirecto","prepago",40
2022-01-29,"Enero",2022,"Expdirecto","gratuidad",67
2022-01-30,"Enero",2022,"Expdirecto","boleto",0
2022-01-30,"Enero",2022,"Expdirecto","prepago",NA
2022-01-30,"Enero",2022,"Expdirecto","gratuidad",0
2022-01-31,"Enero",2022,"Expdirecto","boleto",1843
2022-01-31,"Enero",2022,"Expdirecto","prepago",198
2022-01-31,"Enero",2022,"Expdirecto","gratuidad",325
2022-02-01,"Febrero",2022,"Expdirecto","boleto",1820
2022-02-01,"Febrero",2022,"Expdirecto","prepago",309
2022-02-01,"Febrero",2022,"Expdirecto","gratuidad",457
2022-02-02,"Febrero",2022,"Expdirecto","boleto",1863
2022-02-02,"Febrero",2022,"Expdirecto","prepago",303
2022-02-02,"Febrero",2022,"Expdirecto","gratuidad",469
2022-02-03,"Febrero",2022,"Expdirecto","boleto",1825
2022-02-03,"Febrero",2022,"Expdirecto","prepago",286
2022-02-03,"Febrero",2022,"Expdirecto","gratuidad",460
2022-02-04,"Febrero",2022,"Expdirecto","boleto",1768
2022-02-04,"Febrero",2022,"Expdirecto","prepago",270
2022-02-04,"Febrero",2022,"Expdirecto","gratuidad",447
2022-02-05,"Febrero",2022,"Expdirecto","boleto",473
2022-02-05,"Febrero",2022,"Expdirecto","prepago",34
2022-02-05,"Febrero",2022,"Expdirecto","gratuidad",119
2022-02-06,"Febrero",2022,"Expdirecto","boleto",0
2022-02-06,"Febrero",2022,"Expdirecto","prepago",0
2022-02-06,"Febrero",2022,"Expdirecto","gratuidad",0
2022-02-07,"Febrero",2022,"Expdirecto","boleto",408
2022-02-07,"Febrero",2022,"Expdirecto","prepago",37
2022-02-07,"Febrero",2022,"Expdirecto","gratuidad",103
2022-02-08,"Febrero",2022,"Expdirecto","boleto",1964
2022-02-08,"Febrero",2022,"Expdirecto","prepago",295
2022-02-08,"Febrero",2022,"Expdirecto","gratuidad",495
2022-02-09,"Febrero",2022,"Expdirecto","boleto",1937
2022-02-09,"Febrero",2022,"Expdirecto","prepago",325
2022-02-09,"Febrero",2022,"Expdirecto","gratuidad",485
2022-02-10,"Febrero",2022,"Expdirecto","boleto",1964
2022-02-10,"Febrero",2022,"Expdirecto","prepago",296
2022-02-10,"Febrero",2022,"Expdirecto","gratuidad",494
2022-02-11,"Febrero",2022,"Expdirecto","boleto",1849
2022-02-11,"Febrero",2022,"Expdirecto","prepago",314
2022-02-11,"Febrero",2022,"Expdirecto","gratuidad",463
2022-02-12,"Febrero",2022,"Expdirecto","boleto",491
2022-02-12,"Febrero",2022,"Expdirecto","prepago",44
2022-02-12,"Febrero",2022,"Expdirecto","gratuidad",122
2022-02-13,"Febrero",2022,"Expdirecto","boleto",0
2022-02-13,"Febrero",2022,"Expdirecto","prepago",0
2022-02-13,"Febrero",2022,"Expdirecto","gratuidad",0
2022-02-14,"Febrero",2022,"Expdirecto","boleto",1990
2022-02-14,"Febrero",2022,"Expdirecto","prepago",322
2022-02-14,"Febrero",2022,"Expdirecto","gratuidad",498
2022-02-15,"Febrero",2022,"Expdirecto","boleto",2016
2022-02-15,"Febrero",2022,"Expdirecto","prepago",345
2022-02-15,"Febrero",2022,"Expdirecto","gratuidad",508
2022-02-16,"Febrero",2022,"Expdirecto","boleto",2148
2022-02-16,"Febrero",2022,"Expdirecto","prepago",357
2022-02-16,"Febrero",2022,"Expdirecto","gratuidad",540
2022-02-17,"Febrero",2022,"Expdirecto","boleto",2004
2022-02-17,"Febrero",2022,"Expdirecto","prepago",354
2022-02-17,"Febrero",2022,"Expdirecto","gratuidad",505
2022-02-18,"Febrero",2022,"Expdirecto","boleto",1980
2022-02-18,"Febrero",2022,"Expdirecto","prepago",329
2022-02-18,"Febrero",2022,"Expdirecto","gratuidad",498
2022-02-19,"Febrero",2022,"Expdirecto","boleto",541
2022-02-19,"Febrero",2022,"Expdirecto","prepago",62
2022-02-19,"Febrero",2022,"Expdirecto","gratuidad",137
2022-02-20,"Febrero",2022,"Expdirecto","boleto",0
2022-02-20,"Febrero",2022,"Expdirecto","prepago",0
2022-02-20,"Febrero",2022,"Expdirecto","gratuidad",0
2022-02-21,"Febrero",2022,"Expdirecto","boleto",2121
2022-02-21,"Febrero",2022,"Expdirecto","prepago",316
2022-02-21,"Febrero",2022,"Expdirecto","gratuidad",531
2022-02-22,"Febrero",2022,"Expdirecto","boleto",2204
2022-02-22,"Febrero",2022,"Expdirecto","prepago",389
2022-02-22,"Febrero",2022,"Expdirecto","gratuidad",557
2022-02-23,"Febrero",2022,"Expdirecto","boleto",2237
2022-02-23,"Febrero",2022,"Expdirecto","prepago",355
2022-02-23,"Febrero",2022,"Expdirecto","gratuidad",562
2022-02-24,"Febrero",2022,"Expdirecto","boleto",2136
2022-02-24,"Febrero",2022,"Expdirecto","prepago",337
2022-02-24,"Febrero",2022,"Expdirecto","gratuidad",539
2022-02-25,"Febrero",2022,"Expdirecto","boleto",1867
2022-02-25,"Febrero",2022,"Expdirecto","prepago",306
2022-02-25,"Febrero",2022,"Expdirecto","gratuidad",471
2022-02-26,"Febrero",2022,"Expdirecto","boleto",584
2022-02-26,"Febrero",2022,"Expdirecto","prepago",41
2022-02-26,"Febrero",2022,"Expdirecto","gratuidad",148
2022-02-27,"Febrero",2022,"Expdirecto","boleto",0
2022-02-27,"Febrero",2022,"Expdirecto","prepago",0
2022-02-27,"Febrero",2022,"Expdirecto","gratuidad",0
2022-02-28,"Febrero",2022,"Expdirecto","boleto",6507
2022-02-28,"Febrero",2022,"Expdirecto","prepago",370
2022-02-28,"Febrero",2022,"Expdirecto","gratuidad",1631
2022-03-01,"Marzo",2022,"Expdirecto","boleto",2289
2022-03-01,"Marzo",2022,"Expdirecto","prepago",356
2022-03-01,"Marzo",2022,"Expdirecto","gratuidad",793
2022-03-02,"Marzo",2022,"Expdirecto","boleto",2312
2022-03-02,"Marzo",2022,"Expdirecto","prepago",424
2022-03-02,"Marzo",2022,"Expdirecto","gratuidad",801
2022-03-03,"Marzo",2022,"Expdirecto","boleto",2222
2022-03-03,"Marzo",2022,"Expdirecto","prepago",396
2022-03-03,"Marzo",2022,"Expdirecto","gratuidad",771
2022-03-04,"Marzo",2022,"Expdirecto","boleto",2130
2022-03-04,"Marzo",2022,"Expdirecto","prepago",356
2022-03-04,"Marzo",2022,"Expdirecto","gratuidad",737
2022-03-05,"Marzo",2022,"Expdirecto","boleto",464
2022-03-05,"Marzo",2022,"Expdirecto","prepago",35
2022-03-05,"Marzo",2022,"Expdirecto","gratuidad",161
2022-03-06,"Marzo",2022,"Expdirecto","boleto",0
2022-03-06,"Marzo",2022,"Expdirecto","prepago",0
2022-03-06,"Marzo",2022,"Expdirecto","gratuidad",0
2022-03-07,"Marzo",2022,"Expdirecto","boleto",2380
2022-03-07,"Marzo",2022,"Expdirecto","prepago",413
2022-03-07,"Marzo",2022,"Expdirecto","gratuidad",825
2022-03-08,"Marzo",2022,"Expdirecto","boleto",2305
2022-03-08,"Marzo",2022,"Expdirecto","prepago",387
2022-03-08,"Marzo",2022,"Expdirecto","gratuidad",798
2022-03-09,"Marzo",2022,"Expdirecto","boleto",2365
2022-03-09,"Marzo",2022,"Expdirecto","prepago",363
2022-03-09,"Marzo",2022,"Expdirecto","gratuidad",819
2022-03-10,"Marzo",2022,"Expdirecto","boleto",2406
2022-03-10,"Marzo",2022,"Expdirecto","prepago",402
2022-03-10,"Marzo",2022,"Expdirecto","gratuidad",833
2022-03-11,"Marzo",2022,"Expdirecto","boleto",2302
2022-03-11,"Marzo",2022,"Expdirecto","prepago",354
2022-03-11,"Marzo",2022,"Expdirecto","gratuidad",798
2022-03-12,"Marzo",2022,"Expdirecto","boleto",570
2022-03-12,"Marzo",2022,"Expdirecto","prepago",32
2022-03-12,"Marzo",2022,"Expdirecto","gratuidad",198
2022-03-13,"Marzo",2022,"Expdirecto","boleto",0
2022-03-13,"Marzo",2022,"Expdirecto","prepago",0
2022-03-13,"Marzo",2022,"Expdirecto","gratuidad",0
2022-03-14,"Marzo",2022,"Expdirecto","boleto",2403
2022-03-14,"Marzo",2022,"Expdirecto","prepago",360
2022-03-14,"Marzo",2022,"Expdirecto","gratuidad",832
2022-03-15,"Marzo",2022,"Expdirecto","boleto",2400
2022-03-15,"Marzo",2022,"Expdirecto","prepago",423
2022-03-15,"Marzo",2022,"Expdirecto","gratuidad",831
2022-03-16,"Marzo",2022,"Expdirecto","boleto",2476
2022-03-16,"Marzo",2022,"Expdirecto","prepago",501
2022-03-16,"Marzo",2022,"Expdirecto","gratuidad",858
2022-03-17,"Marzo",2022,"Expdirecto","boleto",2442
2022-03-17,"Marzo",2022,"Expdirecto","prepago",470
2022-03-17,"Marzo",2022,"Expdirecto","gratuidad",846
2022-03-18,"Marzo",2022,"Expdirecto","boleto",2241
2022-03-18,"Marzo",2022,"Expdirecto","prepago",403
2022-03-18,"Marzo",2022,"Expdirecto","gratuidad",776
2022-03-19,"Marzo",2022,"Expdirecto","boleto",485
2022-03-19,"Marzo",2022,"Expdirecto","prepago",41
2022-03-19,"Marzo",2022,"Expdirecto","gratuidad",168
2022-03-20,"Marzo",2022,"Expdirecto","boleto",0
2022-03-20,"Marzo",2022,"Expdirecto","prepago",0
2022-03-20,"Marzo",2022,"Expdirecto","gratuidad",0
2022-03-21,"Marzo",2022,"Expdirecto","boleto",387
2022-03-21,"Marzo",2022,"Expdirecto","prepago",26
2022-03-21,"Marzo",2022,"Expdirecto","gratuidad",134
2022-03-22,"Marzo",2022,"Expdirecto","boleto",2481
2022-03-22,"Marzo",2022,"Expdirecto","prepago",417
2022-03-22,"Marzo",2022,"Expdirecto","gratuidad",859
2022-03-23,"Marzo",2022,"Expdirecto","boleto",2513
2022-03-23,"Marzo",2022,"Expdirecto","prepago",550
2022-03-23,"Marzo",2022,"Expdirecto","gratuidad",871
2022-03-24,"Marzo",2022,"Expdirecto","boleto",2394
2022-03-24,"Marzo",2022,"Expdirecto","prepago",538
2022-03-24,"Marzo",2022,"Expdirecto","gratuidad",829
2022-03-25,"Marzo",2022,"Expdirecto","boleto",2287
2022-03-25,"Marzo",2022,"Expdirecto","prepago",437
2022-03-25,"Marzo",2022,"Expdirecto","gratuidad",791
2022-03-26,"Marzo",2022,"Expdirecto","boleto",504
2022-03-26,"Marzo",2022,"Expdirecto","prepago",55
2022-03-26,"Marzo",2022,"Expdirecto","gratuidad",175
2022-03-27,"Marzo",2022,"Expdirecto","boleto",0
2022-03-27,"Marzo",2022,"Expdirecto","prepago",0
2022-03-27,"Marzo",2022,"Expdirecto","gratuidad",0
2022-03-28,"Marzo",2022,"Expdirecto","boleto",2468
2022-03-28,"Marzo",2022,"Expdirecto","prepago",500
2022-03-28,"Marzo",2022,"Expdirecto","gratuidad",855
2022-03-29,"Marzo",2022,"Expdirecto","boleto",2473
2022-03-29,"Marzo",2022,"Expdirecto","prepago",535
2022-03-29,"Marzo",2022,"Expdirecto","gratuidad",856
2022-03-30,"Marzo",2022,"Expdirecto","boleto",2747
2022-03-30,"Marzo",2022,"Expdirecto","prepago",503
2022-03-30,"Marzo",2022,"Expdirecto","gratuidad",951
2022-03-31,"Marzo",2022,"Expdirecto","boleto",2492
2022-03-31,"Marzo",2022,"Expdirecto","prepago",475
2022-03-31,"Marzo",2022,"Expdirecto","gratuidad",863
2022-04-01,"Abril",2022,"Expdirecto","boleto",2147
2022-04-01,"Abril",2022,"Expdirecto","prepago",476
2022-04-01,"Abril",2022,"Expdirecto","gratuidad",496
2022-04-02,"Abril",2022,"Expdirecto","boleto",575
2022-04-02,"Abril",2022,"Expdirecto","prepago",48
2022-04-02,"Abril",2022,"Expdirecto","gratuidad",133
2022-04-03,"Abril",2022,"Expdirecto","boleto",184
2022-04-03,"Abril",2022,"Expdirecto","prepago",0
2022-04-03,"Abril",2022,"Expdirecto","gratuidad",43
2022-04-04,"Abril",2022,"Expdirecto","boleto",2538
2022-04-04,"Abril",2022,"Expdirecto","prepago",463
2022-04-04,"Abril",2022,"Expdirecto","gratuidad",588
2022-04-05,"Abril",2022,"Expdirecto","boleto",2572
2022-04-05,"Abril",2022,"Expdirecto","prepago",479
2022-04-05,"Abril",2022,"Expdirecto","gratuidad",596
2022-04-06,"Abril",2022,"Expdirecto","boleto",2521
2022-04-06,"Abril",2022,"Expdirecto","prepago",570
2022-04-06,"Abril",2022,"Expdirecto","gratuidad",586
2022-04-07,"Abril",2022,"Expdirecto","boleto",2537
2022-04-07,"Abril",2022,"Expdirecto","prepago",518
2022-04-07,"Abril",2022,"Expdirecto","gratuidad",588
2022-04-08,"Abril",2022,"Expdirecto","boleto",2398
2022-04-08,"Abril",2022,"Expdirecto","prepago",404
2022-04-08,"Abril",2022,"Expdirecto","gratuidad",555
2022-04-09,"Abril",2022,"Expdirecto","boleto",524
2022-04-09,"Abril",2022,"Expdirecto","prepago",46
2022-04-09,"Abril",2022,"Expdirecto","gratuidad",122
2022-04-10,"Abril",2022,"Expdirecto","boleto",0
2022-04-10,"Abril",2022,"Expdirecto","prepago",0
2022-04-10,"Abril",2022,"Expdirecto","gratuidad",0
2022-04-11,"Abril",2022,"Expdirecto","boleto",2167
2022-04-11,"Abril",2022,"Expdirecto","prepago",404
2022-04-11,"Abril",2022,"Expdirecto","gratuidad",503
2022-04-12,"Abril",2022,"Expdirecto","boleto",2239
2022-04-12,"Abril",2022,"Expdirecto","prepago",405
2022-04-12,"Abril",2022,"Expdirecto","gratuidad",518
2022-04-13,"Abril",2022,"Expdirecto","boleto",2181
2022-04-13,"Abril",2022,"Expdirecto","prepago",357
2022-04-13,"Abril",2022,"Expdirecto","gratuidad",505
2022-04-14,"Abril",2022,"Expdirecto","boleto",711
2022-04-14,"Abril",2022,"Expdirecto","prepago",86
2022-04-14,"Abril",2022,"Expdirecto","gratuidad",164
2022-04-15,"Abril",2022,"Expdirecto","boleto",280
2022-04-15,"Abril",2022,"Expdirecto","prepago",34
2022-04-15,"Abril",2022,"Expdirecto","gratuidad",65
2022-04-16,"Abril",2022,"Expdirecto","boleto",189
2022-04-16,"Abril",2022,"Expdirecto","prepago",9
2022-04-16,"Abril",2022,"Expdirecto","gratuidad",44
2022-04-17,"Abril",2022,"Expdirecto","boleto",131
2022-04-17,"Abril",2022,"Expdirecto","prepago",0
2022-04-17,"Abril",2022,"Expdirecto","gratuidad",30
2022-04-18,"Abril",2022,"Expdirecto","boleto",2530
2022-04-18,"Abril",2022,"Expdirecto","prepago",343
2022-04-18,"Abril",2022,"Expdirecto","gratuidad",587
